item_id,item_name
1141,"gloves of destruction mastery"
11410,"crafting motif 38: draugr bows"
11411,"dungeon-delving mittens of mother's embrace"
11415,"maheelius' hunting vest of the wilderqueen"
11416,"selforan temple sash"
11417,"unfortunate wanderer's boots of syrabane"
11418,"witchman's mace"
11419,"siren's call of necropotence"
1142,"rawhide guards of health"
11420,"inferno staff of martial knowledge"
11421,"lightning staff of night terror"
11422,"stygian restoration staff"
11423,"lightning staff of the ranger"
11424,"redoran archmage's robes"
11425,"beekeeper's lightning staff"
11426,"girara's fist of the storm knight"
11427,"crafting motif 38: draugr swords"
11428,"ysgramor's axe"
11429,"mace of draugr heritage"
1143,"recipe: necrom nights mazte"
11430,"restoration staff of the veiled heritance"
11431,"ironlash's vine of cyrodiil's light"
11432,"lightning staff of the hatchling's shell"
11433,"seventh legion's inferno staff"
11434,"shalk's greatsword"
11435,"sthortha's hide shield of meridia"
11436,"briarheart mace"
11437,"prisoner's ice staff"
11438,"spinner's battle axe"
11439,"blessed lightning staff"
11440,"shield of alkosh"
11441,"mace of night terror"
11442,"carapace-shaped heater of the storm knight"
11443,"bloodthorn bloodcaller clogs"
11444,"sword of the fire"
11445,"temple keeper's spaulders"
11446,"greaves of firsthold"
11447,"dreamer's mace"
11448,"the captain's helm of the veiled heritance"
11449,"gauntlets of the claw"
1145,"full-leather helmet"
11450,"dreamer's axe"
11451,"dagger of night terror"
11452,"battle axe of the wyrd tree"
11453,"ice staff of the vampire's cloak"
11454,"fiord's ice staff"
11455,"stormfist's holy hammer of the dragon"
11456,"blessed axe"
11457,"inferno staff of the wyrd tree"
11458,"dagger of soulshine"
11459,"prisoner's maul"
1146,"shadowhide bracers of magicka"
11460,"prisoner's restoration staff"
11461,"traveler's prop of draugr heritage"
11462,"rozelun's leathery hide of the witchman"
11463,"battle axe of the hatchling's shell"
11464,"inferno staff of draugr heritage"
11465,"dagger of the hatchling's shell"
11466,"bow of the hatchling's shell"
11467,"swamp raider's ice staff"
11468,"inferno staff of hist sap"
11469,"dagger of the green pact"
1147,"maple bow of frost"
11470,"greatsword of the green pact"
11471,"sword of the wyrd tree"
11472,"greatsword of the wyrd tree"
11473,"bloodthorn battle axe"
11474,"bloodthorn inferno staff"
11475,"bloodthorn lightning staff"
11476,"axe of the veiled heritance"
11477,"caravan chain"
11478,"vethisa's grips of cyrodiil's ward"
11479,"steel sword of poison"
1148,"platinum ring of potion speed"
11480,"darkblood staff of the vampire's cloak"
11481,"shadowsilk headwrap of the sun"
11482,"ex-legionairy's breastplate of soulshine"
11483,"stygian forgefire's brutal blade"
11484,"shield of twilight remedy"
11485,"stonegrinder's dagger"
11486,"blessed greatsword"
11487,"prisoner's lightning staff"
11488,"smuggler's maul"
11489,"fiord's sword"
1149,"galatite sabatons"
11490,"maul of stendarr"
11491,"thunderbug's maul"
11492,"thunderbug's greatsword"
11493,"battle axe of the order of diagna"
11494,"battle axe of hist sap"
11495,"beekeeper's battle axe"
11496,"dreamer's maul"
11497,"greatsword of night terror"
11498,"sword of the green pact"
11499,"inferno staff of the green pact"
115,"leathers of the emancipator"
1150,"seaflower tea"
11500,"mace of the wyrd tree"
11501,"maul of the wyrd tree"
11502,"shalk's mace"
11503,"bloodthorn bow"
11504,"bracers of the trainee"
11505,"lightning staff of the trainee"
11506,"greatsword of the trainee"
11507,"ice staff of the trainee"
11508,"mace of the trainee"
11509,"maul of martial knowledge"
1151,"sip of invisibility"
11510,"mace of the veiled heritance"
11511,"barkskin greatsword"
11512,"riven hourglass, sword of martial knowledge"
11513,"greatsword of trinimac's valor"
11514,"shield of the pariah"
11515,"briarheart lightning staff"
11516,"despot's shoulderplates"
11517,"telvanni warsash"
11518,"crafting motif 31: skinchanger staves"
11519,"crafting motif 20: yokudan swords"
1152,"recipe: rosy island ale"
11520,"meb's chopper of cyrodiil's crest"
11521,"matriarch boots of cyrodiil's ward"
11522,"the harrower of cyrodiil's crest"
11523,"fiord's ammabani's pride"
11524,"big ozur's ogre grips of soulshine"
11525,"belt of the waylaid traveler of salvation"
11526,"loyalist's longbow of the veiled heritance"
11527,"dreamer's bear-hide moccasins"
11528,"beasthunter's pauldrons of the beekeeper"
11529,"tough mining boots of the ranger"
1153,"restoration staff of hunding's rage"
11530,"the scarab's sting"
11531,"hircine's boon"
11532,"anexiel's thorax"
11533,"bloodthorn captain rosalind's blade"
11534,"blessed shield"
11535,"blessed gauntlets"
11536,"blessed mace"
11537,"blessed necklace"
11538,"stygian battle axe"
11539,"ysgramor's maul"
1154,"covenant's cuirass"
11540,"ysgramor's dagger"
11541,"ysgramor's sword"
11542,"vampire lord's maul"
11543,"fiord's greatsword"
11544,"beekeeper's inferno staff"
11545,"maul of the green pact"
11546,"restoration staff of the wyrd tree"
11547,"ice staff of the wyrd tree"
11548,"shalk's ice staff"
11549,"shalk's inferno staff"
1155,"hat of prayer"
11550,"ice staff of the fire"
11551,"maul of the pariah"
11552,"volcatia's shroud of cyrodiil's light"
11553,"graufang's werewolf hide belt"
11554,"swamp raider's bile-soaked boots"
11555,"vale's legacy leggings"
11556,"witchman's bow"
11557,"gauntlets of soulshine"
11558,"inferno staff of soulshine"
11559,"smuggler's ice staff"
1156,"steel girdle of health"
11560,"fiord's lightning staff"
11561,"fiord's restoration staff"
11562,"rock wing skin belt of cyrodiil's ward"
11563,"axe of the withered hand"
11564,"dagger of the withered hand"
11565,"stygian maul"
11566,"dessicated belt of the hatchling's shell"
11567,"sword of night terror"
11568,"swamp raider's mace"
11569,"crafting motif 20: yokudan shoulders"
1157,"uulgarg's charm"
11570,"serniel's belt of cyrodiil's light"
11571,"dreamer's battle axe"
11572,"mace of the withered hand"
11573,"dreamer's dagger"
11574,"battle axe of martial knowledge"
11575,"crafting motif 20: yokudan legs"
11576,"crafting motif 31: skinchanger shoulders"
11577,"werewolf hide everblooded dagger"
11578,"ice staff of soulshine"
11579,"restoration staff of the hatchling's shell"
1158,"orichalc sabatons of magicka"
11580,"mace of the green pact"
11581,"smuggler's mace"
11582,"bonelord's annihilator of the dragon"
11583,"swamp raider's dagger"
11584,"mace of the order of diagna"
11585,"ashham's crook of cyrodiil's light"
11586,"niramo's gravegloves of the senche"
11587,"stygian shield"
11588,"stygian ice staff"
11589,"bow of night terror"
1159,"slight glyph of decrease health"
11590,"stygian inferno staff"
11591,"swamp raider's maul"
11592,"crafting motif 20: yokudan daggers"
11593,"rubedite dagger of weapon damage"
11594,"jerkin of hist sap"
11595,"witchman's ice staff"
11598,"maul of the hatchling's shell"
11599,"witchman's restoration staff"
11600,"recipe: sweet sanguine apples"
11601,"dimitr's leathers of night terror"
11602,"jack of health"
11603,"crisp and crunchy pumpkin snack skewer"
11604,"maul of the order of diagna"
11605,"crafting motif 42: hollowjack helmets"
11606,"ice staff of the ranger"
11607,"helm of health"
11608,"battle axe of the green pact"
11609,"axe of the wyrd tree"
1161,"shadowspun sash of magicka"
11610,"ice staff of the green pact"
11611,"greatsword of draugr heritage"
11612,"amber marble"
11613,"sash of magicka"
11614,"axe of night terror"
11616,"jack"
11617,"swamp raider's boneaxe"
11618,"shoes of health"
11619,"crafting motif 42: hollowjack legs"
1162,"dwarven sword of flame"
11620,"spinner's skullbreaker"
11621,"croc hunter's axe of the shadow dancer"
11622,"crafting motif 42: hollowjack shields"
11623,"shagura's staff of the ranger"
11624,"recipe: purifying bloody mara"
11625,"gloves of health"
11626,"fell's run hero necklace of the vampire's cloak"
11627,"restoration staff of shalidor's curse"
11628,"sabatons of magicka"
11629,"sea greaves of the veiled heritance"
1163,"sip of weapon crit"
11630,"grinstones"
11631,"ingested hammer of cyrodiil's light"
11632,"sabatons"
11633,"ice staff of the hatchling's shell"
11634,"bloodthorn axe"
11635,"crafting motif 42: hollowjack chests"
11636,"razorback's hide of cyrodiil's ward"
11637,"cuirass"
11638,"runebox: pumpkin spectre mask"
11639,"cuirass of stamina"
1164,"voidsteel cuirass of stamina"
11640,"shoes of magicka"
11641,"swamp raider's axe"
11642,"distillate of defile"
11643,"prisoner's greatsword"
11644,"beekeeper's maul"
11645,"battle axe of the vampire's cloak"
11646,"axe of the order of diagna"
11647,"crafting motif 42: hollowjack gloves"
11648,"dagger of hist sap"
11649,"icehammer's frigid maul of stendarr"
1165,"orichalc battle axe of absorb health"
11650,"recipe: crisp and crunchy pumpkin snack skewer"
11651,"crafting motif 42: hollowjack bows"
11652,"recipe: ghastly eye bowl"
11653,"deathknight aegis of the dragon"
11654,"recipe: crunchy spider skewer"
11655,"crafting motif 42: hollowjack shoulders"
11656,"ysgramor's lightning staff"
11657,"recipe: witchmother's party punch"
11658,"beekeeper's dagger"
11659,"sword of the vampire's cloak"
1166,"brigandine bracers of stamina"
11660,"crafting motif 42: hollowjack boots"
11661,"battle axe of night terror"
11662,"prisoner cynhamouth's undulating band"
11663,"ghastly eye bowl"
11664,"crafting motif 42: hollowjack axes"
11665,"recipe: witchmother's potent brew"
11666,"recipe: frosted brains"
11667,"prisoner's bow"
11668,"runebox: scarecrow spectre mask"
11669,"essentia of the hatchling's shell"
1167,"minor soul gem (empty)"
11670,"witchmother's potent brew"
11671,"crafting motif 42: hollowjack daggers"
11672,"crafting motif 42: hollowjack maces"
11673,"crafting motif 42: hollowjack staves"
11674,"crafting motif 42: hollowjack swords"
11675,"purifying bloody mara"
11676,"restoration staff of cyrodiil's ward"
11677,"dreamer's greatsword"
11678,"mace of the vampire's cloak"
11679,"inferno staff of the vampire's cloak"
11680,"crafting motif 42: hollowjack belts"
11681,"bone-handled dirk of night terror"
11682,"sabatons of health"
11683,"iceclaw of the witchman"
11684,"inferno staff of the veiled heritance"
11685,"fiord's inferno staff"
11686,"stroda's orcish coif of necropotence"
11687,"blessed dagger"
11689,"blighttooth's embrace of cyrodiil's crest"
1169,"solution of speed"
11690,"swamp raider's battle axe"
11691,"crafting motif 42: hollowjack style"
11692,"ice staff of night terror"
11693,"ysgramor's ice staff"
11694,"lightning staff of the order of diagna"
11695,"lightning staff of hist sap"
11696,"beekeeper's greatsword"
11697,"sweet sanguine apples"
11698,"ice staff of the withered hand"
11699,"exemplary nirnhoned helmet"
117,"sanded ruby ash"
11700,"orichalc maul of absorb magicka"
11701,"slimy acidic staff of the hatchling's shell"
11702,"poacher's cuirass of the ranger"
11703,"miruin's devastation of the vampire's cloak"
11704,"basri's blade of the shadow dancer"
11705,"stygian mace"
11706,"ysgramor's greatsword"
11707,"beekeeper's sword"
11708,"marbita's helm of cyrodiil's crest"
11709,"zandur's speed of cyrodiil's ward"
1171,"shield of the footman"
11710,"exemplary nirnhoned arm cops"
11711,"faceless staff"
11712,"lightning staff of the veiled heritance"
11713,"witchmother's party punch"
11714,"boots"
11715,"sword of cyrodiil's ward"
11716,"iron greatsword of hardening"
11717,"nolagha's scale leggings of meridia"
11718,"frosted brains"
11719,"blessed inferno staff"
1172,"strong glyph of flame resist"
11720,"pariel's torn hood"
11721,"crunchy spider skewer"
11722,"battle axe of kyne's kiss"
11723,"stygian lightning staff"
11724,"swamp raider's lightning staff"
11725,"dreamer's inferno staff"
11726,"dagger of the wyrd tree"
11727,"shield of the lunar bastion"
11728,"axe of hist sap"
11729,"longfang of cyrodiil's ward"
1173,"quicksilver greaves of health"
11730,"birch ice staff of hardening"
11731,"smuggler's battle axe"
11732,"sword of the hatchling's shell"
11733,"mace of the hatchling's shell"
11734,"maul of night terror"
11735,"mace of truth"
11736,"ashham's breastplate of cyrodiil's crest"
11737,"ebon dagger of absorb health"
11738,"thodundor's boots of the wilderqueen"
11739,"moondancer shield"
1174,"calcinium girdle of stamina"
11740,"blessed sword"
11741,"blessed ice staff"
11742,"prisoner's dagger"
11743,"battle axe of almalexia's mercy"
11744,"prisoner's battle axe"
11745,"beekeeper's mace"
11746,"steel sword of decrease health"
11747,"shield of prayer"
11748,"exemplary nirnhoned belt"
11749,"exemplary nirnhoned restoration staff"
1175,"kresh gloves"
11750,"orichalc axe of weapon damage"
11751,"ysgramor's ghormagham's shawl"
11752,"ebon sword of absorb health"
11753,"orichalc axe of foulness"
11754,"gravel tooth's tooth of cyrodiil's ward"
11755,"maul of the withered hand"
11756,"iron axe of crushing"
11758,"cuirass of health"
11759,"virane's boots of cyrodiil's crest"
1176,"hide guards of stamina"
11760,"prophecy-draining poison vii"
11761,"orichalc battle axe of foulness"
11762,"exemplary nirnhoned battle axe"
11763,"endare's vision of cyrodiil's ward"
11764,"quicksilver sword of absorb health"
11765,"shield of the sergeant"
11766,"steel dagger of absorb magicka"
11767,"axe of shalidor's curse"
11768,"rubedite sword of decrease health"
11769,"crafting motif 27: ebonheart pact style"
1177,"panacea of armor"
11770,"lucienne's remnants of cyrodiil's light"
11771,"rubedite greatsword of prismatic onslaught"
11772,"axe of kyne's kiss"
11773,"gauntlets of stamina"
11774,"lightning staff of prayer"
11775,"beech ice staff of weapon damage"
11776,"alessian dagger"
11777,"cowardice poison vii"
11778,"flat nut brown ale"
11779,"cloudy ginkgo tonic"
1178,"splendid glyph of decrease spell harm"
11780,"ice staff of the noble's conquest"
11781,"bleiger's tentacle"
11782,"iron axe of foulness"
11783,"orichalc maul of absorb health"
11784,"rubedite sword of foulness"
11785,"maple restoration staff of hardening"
11786,"steel dagger of foulness"
11787,"quicksilver dagger of absorb health"
11788,"unfathomable wooden weapon"
11789,"beech bow of crushing"
1179,"rubedite battle axe"
11790,"yew restoration staff of absorb health"
11791,"iron mace of poison"
11792,"crafting motif 20: yokudan style"
11793,"crafting motif 16: glass style"
11794,"ruby ash inferno staff of hardening"
11795,"average glyph of prismatic defense"
11796,"monumental glyph of prismatic onslaught"
11797,"sword of the onslaught"
11798,"orichalc maul of hardening"
11799,"maple inferno staff of decrease health"
118,"shadowhide boots of stamina"
1180,"shadowhide"
11800,"copper ring of potion boost"
11801,"maple inferno staff of foulness"
11802,"galatite sword of absorb health"
11803,"ruby ash lightning staff of absorb health"
11804,"galatite greatsword of weapon damage"
11805,"iron maul of foulness"
11806,"mace of the swift"
11807,"aetherial dust"
11808,"maple bow of weapon damage"
11809,"iron greatsword of absorb magicka"
1181,"draught of magicka"
11810,"rubedite greatsword of absorb stamina"
11811,"mythic aetherial ambrosia"
11812,"rubedite axe of absorb health"
11813,"steel maul of weapon damage"
11814,"steel battle axe of absorb magicka"
11815,"unrecognized medium armor"
11816,"iron maul of poison"
11817,"splendid glyph of prismatic defense"
11818,"oak ice staff of crushing"
11819,"recipe: mythic aetherial ambrosia"
1182,"mahogany ice staff of shock"
11820,"axe of the sentry"
11821,"ebon mace of absorb magicka"
11822,"dagger of prayer"
11823,"pewter necklace of decrease physical harm"
11824,"quicksilver greatsword of foulness"
11825,"lightning staff of the onslaught"
11826,"rubedite battle axe of weakening"
11827,"iron battle axe of weakening"
11828,"ruby ash shield of prismatic defense"
11829,"ash ice staff of decrease health"
1183,"carrot cheesecake"
11830,"ruby ash restoration staff of crushing"
11831,"histmuck blobfin"
11832,"mahogany bow of absorb stamina"
11833,"high hrothgar festival mints"
11834,"iron mace of hardening"
11835,"bergama warning fire"
11836,"cloudy ambrosia"
11837,"ruby ash bow of prismatic onslaught"
11838,"runebox: nordic bather's towel"
11839,"rajhin's sugar claws"
1184,"ebon axe of shock"
11840,"alcaire festival sword-pie"
11841,"boots of redistribution"
11842,"galerion's lightning staff"
11844,"recipe: hissmir fish-eye rye"
11845,"steel maul of absorb health"
11846,"mace of almalexia's mercy"
11847,"betnikh twice-spiked ale"
11848,"crafting motif 31: skinchanger axes"
11849,"enigmatic metal weapon"
1185,"sylph gin"
11850,"undiscovered equipment"
11851,"oak ice staff of absorb health"
11852,"runebox: colovian filigreed hood"
11853,"axe of the swift"
11854,"barkskin battle axe"
11855,"bow of the valiant"
11856,"maple restoration staff of weapon damage"
11858,"dwarven dagger of crushing"
11859,"rubedite axe of absorb stamina"
1186,"cyrodilic corn bread"
11861,"wolfsbane incense"
11862,"inferno staff of the valiant"
11863,"maul of the onslaught"
11864,"ruby ash restoration staff of weakening"
11865,"ebon sword of foulness"
11866,"trifling glyph of prismatic defense"
11867,"shield of magicka"
11869,"recipe: lava foot soup-and-saltrice"
1187,"major glyph of bashing"
11871,"crafting motif 31: skinchanger shields"
11872,"recipe: old aldmeri orphan gruel"
11873,"shadowfen creeping leech"
11874,"black marsh cucumber"
11875,"crafting motif 31: skinchanger swords"
11876,"crafting motif 31: skinchanger maces"
11877,"recipe: bergama warning fire"
11878,"recipe: rajhin's sugar claws"
11879,"runebox: colovian fur hood"
1188,"voidsteel gauntlets of stamina"
11880,"snow bear glow-wine"
11881,"old aldmeri orphan gruel"
11884,"rubedite battle axe of hardening"
11886,"crafting motif 31: skinchanger bows"
11887,"crafting motif 31: skinchanger gloves"
11888,"recipe: alcaire festival sword-pie"
11889,"iron axe of hardening"
1189,"bogdan's claw"
11890,"bow of almalexia's mercy"
11891,"ebon maul of absorb health"
11892,"uncertainty poison vi"
11893,"dwarven axe of crushing"
11894,"aetheric cipher"
11895,"axe of the onslaught"
11896,"jerkin of the onslaught"
11897,"curse-eating battle axe"
11898,"iron dagger of foulness"
11899,"iron mace of foulness"
119,"quicksilver helm of magicka"
1190,"yew restoration staff of frost"
11900,"cold baked potato"
11901,"beech restoration staff of hardening"
11902,"crafting motif 31: skinchanger chests"
11903,"stalhrim shard"
11904,"curse-eating maul"
11905,"crafting motif 31: skinchanger legs"
11906,"ruby ash bow of crushing"
11907,"ruby ash bow of foulness"
11908,"crafting motif 31: skinchanger daggers"
11909,"bow of the onslaught"
1191,"truly superb glyph of reduce feat cost"
11910,"flat bloodforth"
11911,"crafting motif 31: skinchanger helmets"
11912,"stale rabbit pasty"
11913,"nameless wooden weapon"
11914,"iron pauldrons of health"
11915,"sailor's warning festival grog"
11916,"hissmir fish-eye rye"
11917,"bloodforth"
11918,"recipe: betnikh twice-spiked ale"
11919,"crafting motif 31: skinchanger belts"
1192,"inferior glyph of shock"
11920,"crafting motif 31: skinchanger boots"
11921,"runebox: mud ball pouch"
11922,"rubedite greatsword of hardening"
11923,"lava foot soup-and-saltrice"
11924,"mace of beckoning steel"
11925,"crafting motif 31: skinchanger style"
11926,"unrecognized metal weapon"
11927,"yew bow of absorb health"
11928,"galatite maul of absorb health"
11929,"ruby ash inferno staff of weakening"
1193,"linen sash of health"
11930,"iron maul of absorb health"
11931,"iron sword of weakening"
11932,"orichalc mace of weapon damage"
11933,"orichalc sword of absorb magicka"
11934,"steel battle axe of absorb health"
11935,"maple bow of crushing"
11936,"iron axe of weapon damage"
11937,"beech bow of weapon damage"
11938,"voidsteel greatsword of foulness"
11939,"steel axe of absorb health"
1194,"ancestor silk breeches"
11940,"battle axe of shalidor's curse"
11941,"hickory ice staff of foulness"
11942,"rubedite axe of absorb magicka"
11943,"lightning staff of the sergeant"
11944,"unknown craglorn weapon"
11945,"entrapping poison viii"
11946,"lesser glyph of prismatic onslaught"
11947,"lightning staff of redistribution"
11948,"inferno staff of redistribution"
11949,"nightwood lightning staff of decrease health"
1195,"barkskin bracers"
11950,"rubedite greatsword of absorb magicka"
11951,"ice staff of shalidor's curse"
11952,"greatsword of the spectre's eye"
11953,"beech lightning staff of decrease health"
11954,"ebon sword of crushing"
11955,"rubedite dagger of foulness"
11956,"rubedite mace of hardening"
11957,"hickory restoration staff of decrease health"
11958,"maple ice staff of absorb magicka"
11959,"nightwood bow of absorb magicka"
1196,"fell hide scraps"
11960,"steel battle axe of foulness"
11961,"dwarven sword of decrease health"
11962,"voidsteel dagger of poison"
11963,"unidentified medium armor"
11964,"voidsteel pauldrons of magicka"
11965,"crafting motif 38: draugr style"
11966,"battered crown"
11967,"alchemical resin"
11971,"heartwood"
11973,"bast"
11978,"animus stone"
11979,"decorative wax"
1198,"panacea of spell power"
11982,"clean pelt"
11983,"mundane rune"
11984,"regulus"
11985,"praxis: high elf table, winged kitchen"
11986,"pattern: redguard satchel, heavy"
11987,"design: wood elf urn, deer"
11988,"fish, bass"
11989,"argonian tray, woven"
1199,"raw jute"
11990,"rough firewood, fireplace"
11991,"fern plant, green curly"
11992,"high elf end table, sturdy"
11993,"blueprint: common cargo, sealed"
11994,"pattern: khajiit bed, faded"
11995,"diagram: orcish brazier, pedestal"
11996,"pebble, stacked grey"
11997,"common skillet, practical"
11998,"restoration staff of the sergeant"
11999,"design: grapes, wax"
12,"greaves of the fire"
120,"simple bait"
1200,"hammer of the twice-born star"
12000,"blueprint: redguard stool, padded"
12001,"high elf dresser, winged"
12002,"design: nord vase, bent"
12003,"pattern: redguard awning, oasis"
12004,"breton sideboard, knotwork"
12005,"blueprint: argonian table, formal"
12006,"praxis: redguard bowl, gilded"
12007,"crafting motif 44: silken ring helmets"
12008,"pattern: breton drapes, grand"
12009,"wood elf canopy, leather"
1201,"quicksilver helm of stamina"
12010,"blueprint: argonian hamper, woven"
12011,"design: common candle, set"
12012,"rough bowl, common"
12013,"rough block, dark stone"
12014,"boulder, grey saddle"
12015,"painting of autumn, bolted"
12016,"diagram: high elf carafe, gilded"
12018,"common quill, feather"
12019,"breton street post, stone"
1202,"rumare slaughterfish pie"
12020,"design: argonian skull, lizard"
12021,"pattern: dark elf carpet, patterned"
12022,"blueprint: breton shelf, long"
12023,"reactive mace"
12024,"crafting motif 45: mazzatun staves"
12025,"diagram: high elf flute, wine"
12026,"design: wood elf rack, dried meat"
12027,"blueprint: argonian shelf, woven"
12028,"crafting motif 44: silken ring maces"
12029,"diagram: dark elf lantern, ashen"
1203,"breeches of the warlock"
12030,"plant, red aloe succulent"
12031,"surplus pact stone trebuchet"
12032,"wood elf cup, chipped"
12033,"formula: bottle, liquor"
12034,"common basket, closed"
12035,"nord table, formal"
12036,"blueprint: breton desk, knotwork"
12037,"stone, slanted grey"
12038,"diagram: high elf crest, winged"
12039,"seashell, pink scallop"
1204,"cuirass of the footman"
12040,"diagram: cauldron, covered"
12041,"blueprint: argonian lattice, rough"
12042,"breton nightstand, open"
12043,"design: redguard urn, mural"
12044,"design: common bowl of soup, display"
12045,"diagram: common lantern, stationary"
12046,"design: wood elf pitcher, ceramic"
12047,"wood elf wall hide, pierced"
12048,"high elf bed, verdant"
12049,"orcish curtain, curved"
1205,"girdle of the armor master"
12050,"blueprint: common trough"
12051,"blueprint: high elf bed, single"
12052,"dark elf wardrobe, scaled"
12053,"design: wood elf barrel, ceramic"
12054,"hedge, dense low wall"
12055,"blueprint: dark elf shelf, wall"
12056,"stale rabbit millet pilaf"
12057,"blueprint: nord trunk, faded"
12058,"dark elf carpet, patterned"
12059,"pattern: argonian shelves, half"
1206,"galatite gauntlets of health"
12060,"necklace of the phoenix"
12061,"crafting motif 28: ra gada gloves"
12062,"blueprint: nord trestle, tied"
12063,"diagram: orcish chest, buckled"
12064,"diagram: breton sconce, torch"
12065,"nord shelf, braced"
12066,"diagram: orcish trunk, heavy"
12067,"redguard wine rack, inlaid"
12068,"pot pie, display"
12069,"design: wood elf skull and bones"
1207,"mahogany shield of magicka"
12070,"pattern: wood elf table, formal"
12071,"praxis: argonian mortar, bone"
12072,"pattern: wood elf rack, double"
12073,"pattern: redguard runner, sun"
12074,"bounty sheet: colovian man"
12075,"dark elf pot, scaled"
12076,"design: khajiit jug, amber"
12077,"boulder, giant mossy"
12078,"crafting motif 28: ra gada swords"
12079,"dark elf shelf, wall"
1208,"ironhide helmet"
12080,"design: argonian totem, painted skull"
12081,"crafting motif 45: mazzatun axes"
12082,"fern, young healthy"
12083,"rough hay bed, tidy"
12084,"yew inferno staff of absorb health"
12085,"covenant brigand mercenary contract"
12087,"crafting motif 45: mazzatun daggers"
12088,"dagger of the black rose"
12089,"dominion pennant, small"
1209,"recipe: seared slaughterfish with mammoth cheese"
12090,"diagram: khajiit brazier, claw"
12091,"wood elf rack, brace"
12092,"redguard table, sturdy"
12093,"blueprint: nord stool, rough"
12094,"common washtub, empty"
12095,"breton carpet, bordered"
12096,"reactive restoration staff"
12097,"ring of the powerful assault"
12098,"prismatic flamestaff"
12099,"mahogany restoration staff of hardening"
1210,"silverweave gloves of stamina"
12100,"blueprint: orcish pew, peaked"
12101,"blueprint: stockade"
12102,"reactive inferno staff"
12103,"praxis: argonian medallion, stone"
12104,"coral, crown"
12105,"surplus dominion fire ballista"
12106,"sugar pumpkin, wax"
12107,"fish, salmon"
12108,"blueprint: breton trestle, sturdy"
12109,"hickory restoration staff of crushing"
1211,"curse-eating gloves"
12110,"bow of flame"
12111,"surplus pact forward camp"
12112,"blueprint: orcish armchair, peaked"
12113,"breton shelves, double"
12114,"blueprint: nord chair, braced"
12115,"praxis: wood elf cauldron, stone"
12116,"diagram: common cage, hunting"
12117,"blueprint: high elf bed, bunk"
12118,"battle axe of the shield breaker"
12120,"blueprint: high elf bed, winged"
12121,"high elf tapestry, eagle"
12122,"pattern: argonian basket, serving"
12123,"wood elf urn, deer"
12124,"diagram: dark elf lantern, caged"
12125,"drumstick"
12126,"redguard carpet, mirage"
12127,"pattern: wood elf tapestry, painted"
12128,"tree, twisted ashflower"
12129,"blueprint: khajiit dresser, faded"
1213,"gilded choker"
12130,"vines, clustered ivy"
12131,"breton bookcase, knotwork"
12132,"argonian cage, rat"
12133,"crafting motif 45: mazzatun boots"
12134,"dwarven axe of absorb health"
12135,"diagram: hammer, forge"
12136,"blueprint: redguard nightstand, sturdy"
12137,"design: breton chamberstick, short"
12138,"blueprint: dark elf cart, merchant"
12139,"skull, human"
1214,"rosy island ale"
12140,"wood elf bedding, layered"
12141,"pattern: khajiit banner, hooked"
12143,"pact wall banner, small"
12144,"blueprint: nord bed, single"
12145,"blueprint: redguard chair, slatted"
12147,"pattern: redguard awning, desert flame"
12148,"high elf table, sturdy kitchen"
12149,"high elf bookcase, short verdant"
1215,"pact's signet"
12150,"blueprint: nord table, braced"
12151,"blueprint: redguard chair, backless"
12152,"pattern: redguard tapestry, lattice"
12153,"diagram: common plate, setting"
12154,"blueprint: argonian mug, tooth"
12155,"blueprint: common table, slanted"
12157,"pattern: breton bed, single"
12158,"cactus, golden bulbs"
12159,"design: argonian snakes on a rope"
1216,"llothan's burning crutch"
12160,"blueprint: orcish table, braced formal"
12161,"distilled slowsilver"
12162,"praxis: breton figure, stone"
12163,"wood elf hide, heavy"
12164,"blueprint: breton counter, long cabinet"
12165,"dark elf wagon, merchant"
12166,"redguard runner, sun"
12167,"pattern: high elf tapestry, tree-themed"
12168,"praxis: argonian pan, frying"
12169,"blueprint: redguard wardrobe, inlaid"
1217,"inferior glyph of hardening"
12170,"painting of pasture, sturdy"
12171,"pattern: wood elf stool, leather"
12172,"design: nord pot, empty"
12173,"wood elf divider, stretched"
12174,"design: pot pie, display"
12175,"blueprint: dark elf table, formal"
12176,"boulder, jagged crag"
12177,"breton carpet, square"
12178,"design: wood elf trough, slop"
12179,"pattern: khajiit bed, fur"
1218,"goblinsbane"
12180,"crafting motif 44: silken ring daggers"
12181,"pattern: breton bed, full"
12182,"design: orcish cask, rugged"
12183,"blueprint: breton bench, knotwork"
12184,"blueprint: nord footlocker, braced"
12185,"crafting motif 44: silken ring boots"
12186,"orcish trunk, braced"
12187,"tree, sturdy juniper"
12188,"crafting motif 45: mazzatun gloves"
12189,"pumpkin, display"
12190,"pattern: dark elf carpet, ashen"
12191,"breton amphora, ceramic"
12192,"imperial pedestal, chiseled"
12193,"blueprint: orcish platform, block"
12194,"design: basket of lettuce"
12195,"blueprint: argonian counter, long"
12196,"orcish table, engraved"
12197,"design: khajiit flask, amber"
12198,"blueprint: redguard candelabra, practical"
12199,"crafting motif 45: mazzatun maces"
1220,"river betty"
12200,"blueprint: orcish tent, shingled"
12201,"wood elf table, formal"
12202,"blueprint: khajiit end table, faded"
12203,"grilling rack"
12204,"breton rack, barrel"
12205,"shield of the black rose"
12206,"pattern: wood elf hide, heavy"
12207,"stone, jagged grey"
12208,"fern, withering"
